+----+------+------+------+------+------+------+-----+------+------+--------+--------+--------+------+------+------+------+----------------------------------+
| ST | Mux0 | Mux1 | Mux2 | Mux3 | Mux4 | Mux5 | Inc | JmpA | JmpB |   OutA |   OutB |    Out | CfgA | CfgB | CfgC | CfgD |                             STEW |
|  b |   00 |   13 |   00 |   13 |   00 |   00 |   0 |   01 |   01 | 001050 | 000050 | 000040 |   cc |   55 |    a |    a | aa55cc008280001400008010801304c0 |
|  c |   05 |   00 |   00 |   00 |   00 |   00 |   0 |   0d |   00 | 000040 | 000000 | 000040 |   aa |   00 |    0 |    0 | 0000aa0002000000000080d00000000a |
|  d |   0d |   00 |   00 |   0d |   00 |   00 |   0 |   0e |   00 | 000040 | 000040 | 000040 |   aa |   55 |    0 |    0 | 0055aa0002000010000080e0000d001a |
|  e |   0c |   00 |   00 |   0c |   00 |   1a |   0 |   0f |   0f | 0108d0 | 0908d0 | 000040 |   aa |   55 |    0 |    e | e055aa0846824234000080f7e80c0018 |
|  f |   0a |   00 |   00 |   00 |   00 |   00 |   0 |   10 |   00 | 0000c4 | 000000 | 000044 |   aa |   00 |    0 |    f | f000aa00062000000000890000000014 |
| 10 |   0a |   00 |   00 |   00 |   00 |   00 |   0 |   11 |   00 | 0000c4 | 000000 | 000044 |   aa |   00 |    0 |    f | f000aa00062000000000891000000014 |
| 11 |   0b |   00 |   00 |   07 |   0b |   00 |   1 |   15 |   18 | 000844 | 000344 | 000944 |   aa |   22 |    0 |    f | f022aa00422000d10012895c01670017 |
| 12 |   0e |   00 |   00 |   0e |   00 |   00 |   0 |   13 |   15 | 000044 | 000044 | 000044 |   aa |   55 |    f |    0 | 0f55aa00022000110000893a800e001c |
| 13 |   0d |   00 |   10 |   0d |   10 |   00 |   1 |   15 |   15 | 050054 | 110054 | 000044 |   0a |   88 |    f |    0 | 0f880a2802a440150000895a820d801b |
| 14 |   0d |   1a |   10 |   0d |   10 |   1a |   0 |   15 |   1b | 008064 | 000054 | 000044 |   10 |   51 |    f |    0 | 0f511004032000150000895dea0d869a |
| 15 |   0a |   00 |   00 |   00 |   00 |   00 |   0 |   16 |   00 | 0000c4 | 000000 | 000044 |   aa |   00 |    f |    0 | 0f00aa00062000000000896000000014 |
| 16 |   0a |   00 |   00 |   00 |   00 |   00 |   0 |   17 |   00 | 0000c4 | 000000 | 000044 |   aa |   00 |    f |    0 | 0f00aa00062000000000897000000014 |
| 17 |   0b |   00 |   00 |   07 |   0b |   00 |   1 |   0f |   12 | 000844 | 000344 | 000944 |   aa |   22 |    f |    0 | 0f22aa00422000d1001288f901670017 |
| 18 |   0e |   00 |   00 |   0e |   00 |   00 |   0 |   19 |   0f | 000044 | 000044 | 000044 |   aa |   55 |    0 |    f | f055aa000220001100008997800e001c |
| 19 |   0d |   00 |   10 |   0d |   10 |   00 |   1 |   0f |   0f | 050054 | 110054 | 000044 |   0a |   88 |    0 |    f | f0880a2802a44015000088f7820d801b |
| 1a |   0d |   1a |   10 |   0d |   10 |   1a |   0 |   0f |   1b | 008064 | 000054 | 000044 |   10 |   51 |    0 |    f | f051100403200015000088fdea0d869a |
| 1b |   0a |   0c |   00 |   0c |   00 |   00 |   0 |   1c |   00 | 0000c4 | 000000 | 000044 |   aa |   00 |    a |    5 | 5a00aa0006200000000089c0000c0314 |
| 1c |   0a |   0c |   00 |   0c |   00 |   00 |   0 |   1d |   00 | 0000c4 | 000000 | 000044 |   aa |   00 |    a |    5 | 5a00aa0006200000000089d0000c0314 |
| 1d |   0a |   00 |   00 |   00 |   00 |   00 |   0 |   1e |   00 | 0000c4 | 000000 | 000044 |   aa |   00 |    0 |    0 | 0000aa0006200000000089e000000014 |
| 1e |   0a |   00 |   00 |   00 |   00 |   00 |   0 |   1f |   00 | 0000c4 | 000000 | 000044 |   aa |   00 |    0 |    0 | 0000aa0006200000000089f000000014 |
| 1f |   0a |   00 |   00 |   00 |   00 |   00 |   0 |   00 |   00 | 0000c4 | 000000 | 000044 |   aa |   00 |    0 |    0 | 0000aa00062000000000880000000014 |
+----+------+------+------+------+------+------+-----+------+------+--------+--------+--------+------+------+------+------+----------------------------------+
